Código;Nombre comercial;Razón social;Dirección;Población;CP;Horario;Confianza;Fuente asociada;Tipo fuente;Fecha comprobación;Nota horario;Estado;Jornada;Orden;Día previsto;Hora prevista;Estado previsto
114;AUTOMARES, SL;AUTOMARES, SL;CTRA. SU EMINENCIA,26, 41006, Sevilla, Sevilla, España;Sevilla;41006;Lunes 07:00-18:00 | Martes 07:00-18:00 | Miércoles 07:00-18:00 | Jueves 07:00-18:00 | Viernes 07:00-18:00 | Sábado 09:00-13:00 | Domingo Cerrado;high;Automares Su Eminencia;official-web;2026-09-21;;verified;;;;;
113;ALQUILERES LUNA, SL;ALQUILERES LUNA, SL;Avenida LOS VENTOLINES, 14-16, 41840, Pilas, Sevilla, España;Pilas;41840;Lunes 07:30-14:00 / 17:00-19:30 | Martes 07:30-14:00 / 17:00-19:30 | Miércoles 07:30-14:00 / 17:00-19:30 | Jueves 07:30-14:00 / 17:00-19:30 | Viernes 07:30-14:00 / 17:00-19:30 | Sábado 08:00-13:00 | Domingo Cerrado;high;Alquileres y Suministros Luna;google-business;2026-09-21;;verified;13;12;Miércoles;17:00;Apertura 17:00 · cierra 19:30
110;ALBERT CABRERA SANCHEZ;ALBERT CABRERA SANCHEZ;Avenida DE HYTASA, 73, 41006, Sevilla, Sevilla, España;Sevilla;41006;Lunes 09:00-14:00 / 16:00-20:00 | Martes 09:00-14:00 / 16:00-20:00 | Miércoles 09:00-14:00 / 16:00-20:00 | Jueves 09:00-14:00 / 16:00-20:00 | Viernes 09:00-14:00 / 16:00-20:00 | Sábado 09:00-14:00 | Domingo Cerrado;high;Auto Repuestos José Luis;google-business;2026-09-21;;verified;3;11;Miércoles;12:46;Abierto · cierra 14:00
109;"ISRAEL SANCHEZ JIMENEZ ""RECAMBIOS ISRAEL""";"ISRAEL SANCHEZ JIMENEZ ""RECAMBIOS ISRAEL""";Calle CROMO, 5, 41007, Sevilla, Sevilla, España;Sevilla;41007;Lunes 08:00-14:30 / 15:30-19:00 | Martes 08:00-14:30 / 15:30-19:00 | Miércoles 08:00-14:30 / 15:30-19:00 | Jueves 08:00-14:30 / 15:30-19:00 | Viernes 08:00-14:30 | Sábado Cerrado | Domingo Cerrado;high;Recambios del Automóvil Israel;web-directory;2026-09-21;;verified;;;;;
105;CASTO JOSE BALERO DURAN-AUTO RECAMBIOS DURAN;CASTO JOSE BALERO DURAN-AUTO RECAMBIOS DURAN;AVD. DE SEVILLA, 22, 41200, Alcala Del Rio, Sevilla, España;Alcala Del Rio;41200;Lunes 09:00-14:00 / 17:00-20:00 | Martes 09:00-14:00 / 17:00-20:00 | Miércoles 09:00-14:00 / 17:00-20:00 | Jueves 09:00-14:00 / 17:00-20:00 | Viernes 09:00-14:00 / 17:00-20:00 | Sábado 09:30-13:00 | Domingo Cerrado;high;Auto Recambios Durán;google-business;2026-09-21;;verified;10;14;Viernes;17:00;Apertura 17:00 · cierra 20:00
104;FIALBA, SL;FIALBA, SL;Avenida DE EUROPA, 1, 41920, San Juan De Aznalfarache, Sevilla, España;San Juan De Aznalfarache;41920;NO VERIFICADO;unknown;;public-search;2026-09-21;No se ha encontrado un horario público inequívoco para esta ficha. Confirmar antes de visitar.;unknown;;;;;
102;REPUESTOS EL TORUÑO, SL;REPUESTOS EL TORUÑO, SL;P.I. ISLA MAYOR NAVE 1, 41140, Isla Mayor, Sevilla, España;Isla Mayor;41140;Lunes 08:00-14:00 / 16:00-20:00 | Martes 08:00-14:00 / 16:00-20:00 | Miércoles 08:00-14:00 / 16:00-20:00 | Jueves 08:00-14:00 / 16:00-20:00 | Viernes 08:00-14:00 / 16:00-20:00 | Sábado 09:00-13:30 | Domingo Cerrado;medium;Repuestos El Toruño;google-business;2026-09-21;"Google publica C. la Estiba, CP 41150; ficha P.I. Isla Mayor Nave 1, CP 41140.";associated;13;14;Miércoles;18:21;Abierto · cierra 20:00
101;JUAN JOSE MEDINA- RECAMBIOS MEDINA;JUAN JOSE MEDINA- RECAMBIOS MEDINA;P.I. EL PILERO C/ CALEROS, 1, 41410, Carmona, Sevilla, España;Carmona;41410;Lunes 08:00-20:00 | Martes 08:00-20:00 | Miércoles 08:00-20:00 | Jueves 08:00-20:00 | Viernes 08:00-20:00 | Sábado 09:00-13:30 | Domingo Cerrado;high;Recambios Medina;official-web;2026-09-21;;verified;;;;;
100;GARRIJERSON, SL;GARRIJERSON, SL;CTRA. SEVILLA-MALAGA KM.11, 41500, Alcala De Guadaira, Sevilla, España;Alcala De Guadaira;41500;Lunes 08:00-14:00 / 15:30-18:30 | Martes 08:00-14:00 / 15:30-18:30 | Miércoles 08:00-14:00 / 15:30-18:30 | Jueves 08:00-14:00 / 15:30-18:30 | Viernes 08:00-14:00 / 15:30-18:30 | Sábado Cerrado | Domingo Cerrado;high;Garrijerson;google-maps;2026-09-21;;verified;4;5;Jueves;09:41;Abierto · cierra 14:00
99;CHAPA Y PINTURA SANTI;DIAZ CUTIÑO SANTIAGO;P.I.LAS CAÑADAS AVD. INDUSTRIA, 17, 41804, Olivares, Sevilla, España;Olivares;41804;NO VERIFICADO;unknown;;public-search;2026-09-21;No se ha encontrado un horario público inequívoco para esta ficha. Confirmar antes de visitar.;unknown;16;2;Lunes;10:47;Horario no verificado · confirmar antes
98;SUMIREC AUTOMOCION Y AGRICOLA, SL;SUMIREC AUTOMOCION Y AGRICOLA, SL;Calle PIO X, Nº 70, 41804, Olivares, Sevilla, España;Olivares;41804;Lunes 08:00-14:00 / 16:30-19:30 | Martes 08:00-14:00 / 16:30-19:30 | Miércoles 08:00-14:00 / 16:30-19:30 | Jueves 08:00-14:00 / 16:30-19:30 | Viernes 08:00-14:00 / 16:30-19:30 | Sábado Cerrado | Domingo Cerrado;high;Sumirec Automoción y Agrícola;google-business;2026-09-21;;verified;;;;;
95;CAYSA MOVIL, SL;CAYSA MOVIL, SL;Avenida EXTREMADURA 5 Y 7, 41900, Camas, Sevilla, España;Camas;41900;Lunes 07:30-17:30 | Martes 07:30-17:30 | Miércoles 07:30-17:30 | Jueves 07:30-17:30 | Viernes 07:30-17:30 | Sábado Cerrado | Domingo Cerrado;high;Caysa Móvil taller;official-web;2026-09-21;;verified;9;2;Jueves;08:28;Abierto · cierra 17:30
94;RAUL SALVATIERRA DOMINGUEZ;RAUL SALVATIERRA DOMINGUEZ;Calle SIERRA DE TEJADA S/N, 41110, Bollullos De La Mitacion, Sevilla, España;Bollullos De La Mitacion;41110;Lunes 09:00-14:00 / 16:30-20:00 | Martes 09:00-14:00 / 16:30-20:00 | Miércoles 09:00-14:00 / 16:30-20:00 | Jueves 09:00-14:00 / 16:30-20:00 | Viernes 09:00-14:00 / 16:30-20:00 | Sábado 10:00-13:30 | Domingo Cerrado;medium;Recambios Salvatierra;google-business;2026-09-21;"Google publica Sierras de Tejada 21; ficha s/n.";associated;13;7;Miércoles;13:30;Abierto · cierra 14:00
93;JOSE RAMOS FERNANDEZ-TALLERES RAMOS;JOSE RAMOS FERNANDEZ-TALLERES RAMOS;P.I.LOS MANANTIALES, 11 NAVE 41, 41370, Cazalla De La Sierra, Sevilla, España;Cazalla De La Sierra;41370;NO VERIFICADO;medium;Talleres Ramos;google-business;2026-09-21;Google confirma negocio y teléfono, sin horario.;unknown;18;6;Miércoles;12:28;Horario no verificado · confirmar antes
92;CUBERO CAMARGO, SC;CUBERO CAMARGO, SC;P.I. EL LAGAR, 30 APARTADO CORREOS Nº18, 41370, Cazalla De La Sierra, Sevilla, España;Cazalla De La Sierra;41370;NO VERIFICADO;medium;Cubero Camargo;google-business;2026-09-21;Google confirma negocio y móvil, sin horario.;unknown;18;5;Miércoles;11:59;Horario no verificado · confirmar antes
91;BASILIO MATEO REY- RECAMBIOS MR;BASILIO MATEO REY- RECAMBIOS MR;ALCALDE JUSTO PADILLA BURGOS, 4, 41210, Guillena, Sevilla, España;Guillena;41210;Lunes 09:00-14:00 / 17:00-20:00 | Martes 09:00-14:00 / 17:00-20:00 | Miércoles 09:00-14:00 / 17:00-20:00 | Jueves 09:00-14:00 / 17:00-20:00 | Viernes 09:00-14:00 / 17:00-20:00 | Sábado 09:00-13:00 | Domingo Cerrado;medium;Autorepuestos M.R. Guillena;google-business;2026-09-21;"Google publica C. Dr. Antonio González 4; las fichas tienen otras direcciones.";associated;;;;;
90;SANTIAGO RUIZ GUTIERREZ (RECAMB. LOWCOST);SANTIAGO RUIZ GUTIERREZ (RECAMB. LOWCOST);Avenida DE LA BARZOLA, 40 LOCAL 2, 41008, Sevilla, Sevilla, España;Sevilla;41008;Lunes 09:00-14:00 / 16:30-20:00 | Martes 09:00-14:00 / 16:30-20:00 | Miércoles 09:00-14:00 / 16:30-20:00 | Jueves 09:00-14:00 / 16:30-20:00 | Viernes 09:00-14:00 / 16:30-20:00 | Sábado 10:00-13:00 | Domingo Cerrado;high;Recambios Low Cost;official-web;2026-09-21;;verified;8;11;Miércoles;13:26;Abierto · cierra 14:00
89;EZEQUIEL LOPEZ BAREA-AUTORECAMBIOS BAREA;EZEQUIEL LOPEZ BAREA-AUTORECAMBIOS BAREA;Calle INDONESIA, 4, 41020, Sevilla, Sevilla, España;Sevilla;41020;Lunes 09:00-14:00 / 16:30-19:30 | Martes 09:00-14:00 / 16:30-19:30 | Miércoles 09:00-14:00 / 16:30-19:30 | Jueves 09:00-14:00 / 16:30-19:30 | Viernes 09:00-14:00 / 16:30-19:30 | Sábado Cerrado | Domingo Cerrado;medium;Cecauto Auto Recambios Barea;google-maps;2026-09-21;"La ficha original indica C. Indonesia 4; confirmar número.";associated;8;2;Miércoles;09:00;Apertura 09:00 · cierra 14:00
88;RAFAEL RICO ROLDAN-AUTOREPUESTOS POLIVISO;RAFAEL RICO ROLDAN-AUTOREPUESTOS POLIVISO;Calle CARPINTEROS, 81, 41520, El Viso Del Alcor, Sevilla, España;El Viso Del Alcor;41520;Lunes 08:00-14:00 / 16:00-19:00 | Martes 08:00-14:00 / 16:00-19:00 | Miércoles 08:00-14:00 / 16:00-19:00 | Jueves 08:00-14:00 / 16:00-19:00 | Viernes 08:00-14:00 / 16:00-19:00 | Sábado 09:00-13:00 | Domingo Cerrado;high;Poliviso Autorepuestos;google-business;2026-09-21;;verified;5;14;Viernes;16:00;Apertura 16:00 · cierra 19:00
85;FRANCISCO MONTILLA GARCIA-TALLERES MONTILLA;FRANCISCO MONTILLA GARCIA-TALLERES MONTILLA;CTRA.LA ISLA, 21 BDA. FUENTE DEL REY, 41703, Dos Hermanas, Sevilla, España;Dos Hermanas;41703;Lunes 08:00-14:00 / 15:00-18:00 | Martes 08:00-14:00 / 15:00-18:00 | Miércoles 08:00-14:00 / 15:00-18:00 | Jueves 08:00-14:00 / 15:00-18:00 | Viernes 07:00-15:00 | Sábado Cerrado | Domingo Cerrado;high;Talleres Montilla;google-business;2026-09-21;;verified;3;2;Miércoles;08:12;Abierto · cierra 14:00
84;COMERCIAL DE RECAMBIOS CASTILLA 21;COMERCIAL DE RECAMBIOS CASTILLA 21;POETA MUÑOZ SAN ROMAN, 21, 41900, Camas, Sevilla, España;Camas;41900;Lunes 08:30-14:00 / 16:00-20:00 | Martes 08:30-14:00 / 16:00-20:00 | Miércoles 08:30-14:00 / 16:00-20:00 | Jueves 08:30-14:00 / 16:00-20:00 | Viernes 08:30-14:00 / 16:00-20:00 | Sábado 09:00-13:00 | Domingo Cerrado;high;Auto Recambios Castilla;google-business;2026-09-21;;verified;9;3;Jueves;08:57;Abierto · cierra 14:00
81;AGROROSCA S.C.A.;AGROROSCA S.C.A.;Avenida DEL COMERCIO,15, 41520, El Viso Del Alcor, Sevilla, España;El Viso Del Alcor;41520;Lunes 08:00-20:00 | Martes 08:00-20:00 | Miércoles 08:00-20:00 | Jueves 08:00-20:00 | Viernes 08:00-20:00 | Sábado 08:00-02:00 | Domingo Cerrado;low;Agrorosca SCA;google-business;2026-09-21;"Horario de sábado anómalo en Google; no usar como horario seguro fuera de L-V.";associated;5;13;Viernes;15:25;Abierto · cierra 20:00
76;REPUESTOS RODRIGUEZ DF SL;REPUESTOS RODRIGUEZ DF SL;Calle HERRERO, 2, 41420, Fuentes De Andalucia, Sevilla, España;Fuentes De Andalucia;41420;Lunes 08:30-14:00 / 16:30-19:30 | Martes 08:30-14:00 / 16:30-19:30 | Miércoles 08:30-14:00 / 16:30-19:30 | Jueves 08:30-14:00 / 16:30-19:30 | Viernes 08:30-14:00 / 16:30-19:30 | Sábado 09:00-13:30 | Domingo Cerrado;high;Repuestos Rodríguez DF;google-business;2026-09-21;;verified;17;6;Martes;13:18;Abierto · cierra 14:00
75;TECNICAS Y SERVICIOS DE AUTOMOCION, S.A. (TYSA);TECNICAS Y SERVICIOS DE AUTOMOCION, S.A. (TYSA);C. del Motor, 11, 41007, Sevilla, Sevilla, España;Sevilla;41007;Lunes 09:00-13:30 / 16:30-20:30 | Martes 09:00-13:30 / 16:30-20:30 | Miércoles 09:00-13:30 / 16:30-20:30 | Jueves 09:00-13:30 / 16:30-20:30 | Viernes 09:00-13:30 / 16:30-20:30 | Sábado 10:00-14:00 | Domingo Cerrado;high;TYSA Ford Sevilla;google-business;2026-09-21;La dirección pública actual difiere de la histórica C. del Motor, 7.;verified;;;;;
74;AUTORECAMBIOS ESCOBAR, SL;AUTORECAMBIOS ESCOBAR, SL;P.I.CALONGE, C/RODIO, 15, 41007, Sevilla, Sevilla, España;Sevilla;41007;Lunes 09:00-14:00 / 16:00-20:00 | Martes 09:00-14:00 / 16:00-20:00 | Miércoles 09:00-14:00 / 16:00-20:00 | Jueves 09:00-14:00 / 16:00-20:00 | Viernes 09:00-14:00 / 16:00-20:00 | Sábado Cerrado | Domingo Cerrado;high;Autorecambios Escobar / Resco;web-directory;2026-09-21;"Coinciden dirección, teléfono y móvil con Resco Autorecambios; se aplica el mismo horario público.";verified;6;5;Lunes;09:58;Abierto · cierra 14:00
73;MELCHOR DIAZ SERRANO;MELCHOR DIAZ SERRANO;Calle ANTONIO MACHADO, 1, 41420, Fuentes De Andalucia, Sevilla, España;Fuentes De Andalucia;41420;Lunes 09:00-14:00 / 16:00-20:00 | Martes 09:00-14:00 / 16:00-20:00 | Miércoles 09:00-14:00 / 16:00-20:00 | Jueves 09:00-14:00 / 16:00-20:00 | Viernes 09:00-14:00 / 16:00-20:00 | Sábado 09:00-13:30 | Domingo Cerrado;high;Taller Melchor;google-business;2026-09-21;;verified;16;11;Lunes;19:16;Abierto · cierra 20:00
72;GARAJE 76;GARAJE 76 - NO TRABAJA YA;Calle SIROCO, 25, 41702, Dos Hermanas, Sevilla, España;Dos Hermanas;41702;Lunes 07:00-15:00 | Martes 07:00-15:00 | Miércoles 07:00-15:00 | Jueves 07:00-15:00 | Viernes 07:00-13:00 | Sábado Cerrado | Domingo Cerrado;high;Garaje 76;google-business;2026-09-21;;verified;;;;;
69;DAVID COMESAÑA SANCHEZ;DAVID COMESAÑA SANCHEZ;Calle HOLANDA, 23 NAVE 1, 41500, Alcala De Guadaira, Sevilla, España;Alcala De Guadaira;41500;NO VERIFICADO;unknown;;public-search;2026-09-21;No se ha encontrado un horario público inequívoco para esta ficha. Confirmar antes de visitar.;unknown;12;7;Martes;11:20;Horario no verificado · confirmar antes
68;JAFERAUTO AUTOMOCIÓN, S.L.;JAFERAUTO AUTOMOCIÓN, S.L.;Calle TERMODINAMICA, 19, 41015, Sevilla, Sevilla, España;Sevilla;41015;Lunes 07:00-15:00 | Martes 07:00-15:00 | Miércoles 07:00-15:00 | Jueves 07:00-15:00 | Viernes 07:00-15:00 | Sábado Cerrado | Domingo Cerrado;high;Jaferauto;google-maps;2026-09-21;;verified;10;11;Viernes;13:59;Abierto · cierra 15:00
67;FERVIAL AUTOMOCION, S.A.;FERVIAL AUTOMOCION, S.A.;Avenida KANSAS CITY S/N, 41007, Sevilla, Sevilla, España;Sevilla;41007;Lunes 07:00-18:00 | Martes 07:00-18:00 | Miércoles 07:00-18:00 | Jueves 07:00-18:00 | Viernes 07:00-18:00 | Sábado 08:00-13:00 | Domingo Cerrado;high;Fervial Automoción;official-web;2026-09-21;;verified;;;;;
66;VIPCONCESUR;VIPCONCESUR;ACC SEVILLA-MALAGA KM.5.5, 41500, Alcala De Guadaira, Sevilla, España;Alcala De Guadaira;41500;Lunes 08:00-18:00 | Martes 08:00-18:00 | Miércoles 08:00-18:00 | Jueves 08:00-18:00 | Viernes 08:00-18:00 | Sábado Cerrado | Domingo Cerrado;medium;Concesur Alcalá de Guadaíra;official-web;2026-09-21;"Horario del centro/taller Concesur; confirmar departamento exacto.";associated;4;15;Jueves;14:31;Abierto · cierra 18:00
62;AUTOMOVILES Y V.INDUSTRIALES, SA;AUTOMOVILES Y V.INDUSTRIALES, SA;FERNANDEZ MURUBE, 32, 41007, Sevilla, Sevilla, España;Sevilla;41007;Lunes 09:00-14:00 / 16:30-20:30 | Martes 09:00-14:00 / 16:30-20:30 | Miércoles 09:00-14:00 / 16:30-20:30 | Jueves 09:00-14:00 / 16:30-20:30 | Viernes 09:00-14:00 / 16:30-20:30 | Sábado 10:00-14:00 | Domingo Cerrado;high;Automóviles y Vehículos Industriales / AVISA;google-business;2026-09-21;;verified;6;4;Lunes;09:29;Abierto · cierra 14:00
60;CONCESUR, S.A.;CONCESUR, S.A.;AUTOVIA A-92, 41500, Alcala De Guadaira, Sevilla, España;Alcala De Guadaira;41500;Lunes 08:00-18:00 | Martes 08:00-18:00 | Miércoles 08:00-18:00 | Jueves 08:00-18:00 | Viernes 08:00-18:00 | Sábado Cerrado | Domingo Cerrado;medium;Concesur Alcalá de Guadaíra;official-web;2026-09-21;"Horario del centro/taller Concesur; confirmar departamento exacto.";associated;4;14;Jueves;14:02;Abierto · cierra 18:00
59;AUTO RECAMBIOS FRAN SICILIA,SLU;AUTO RECAMBIOS FRAN SICILIA,SLU;P.I. La Estrella, C. Carnicero, 16, 41100, Coria del Río, Sevilla, España;Coria del Río;41100;Lunes 09:00-14:00 / 16:00-20:00 | Martes 09:00-14:00 / 16:00-20:00 | Miércoles 09:00-14:00 / 16:00-20:00 | Jueves 09:00-14:00 / 16:00-20:00 | Viernes 09:00-14:00 / 16:00-20:00 | Sábado 09:00-13:00 | Domingo Cerrado;high;AutoRecambios Fran Sicilia;google-business;2026-09-21;;verified;5;2;Viernes;09:00;Apertura 09:00 · cierra 14:00
58;SYTASA;SYTASA;P.I.CTRA.AMARILLA C/ ECONOMIA, 7, 41007, Sevilla, Sevilla, España;Sevilla;41007;Lunes 07:30-18:00 | Martes 07:30-18:00 | Miércoles 07:30-18:00 | Jueves 07:30-18:00 | Viernes 07:30-14:30 | Sábado Cerrado | Domingo Cerrado;high;Vialsur Sytasa;official-web;2026-09-21;;verified;6;3;Lunes;09:00;Abierto · cierra 18:00
57;AUTOS PISA, SL;AUTOS PISA, SL;P.E.PARQUE PLATA C/RUTA DE LA PLATA, 3, 41900, Camas, Sevilla, España;Camas;41900;NO VERIFICADO;medium;Autos Pisa S.L.;google-business;2026-09-21;Google confirmó entidad/dirección, sin horario publicado.;unknown;9;4;Jueves;10:00;Horario no verificado · confirmar antes
55;HIPERRECAMBIOS ANDALUCIA, SL;HIPERRECAMBIOS ANDALUCIA, SL;CTRA. VILLANUEVA DEL ARISCAL-OLIVARES KM 3, 41804, Olivares, Sevilla, España;Olivares;41804;Lunes 09:00-13:30 / 17:00-19:00 | Martes 09:00-13:30 / 17:00-19:00 | Miércoles 09:00-13:30 / 17:00-19:00 | Jueves 09:00-13:30 / 17:00-19:00 | Viernes 09:00-13:30 / 16:00-17:30 | Sábado Cerrado | Domingo Cerrado;high;Hiperrecambios Andalucía;google-business;2026-09-21;;verified;11;14;Lunes;17:38;Abierto · cierra 19:00
52;ALCALA AUTOMOTOR, SL;ALCALA AUTOMOTOR, SL;P.EMPRESARIAL POLYSOL C/POLYSOL UNO, 6, 41500, Alcala De Guadaira, Sevilla, España;Alcala De Guadaira;41500;Lunes 08:30-14:00 / 14:30-17:30 | Martes 08:30-14:00 / 14:30-17:30 | Miércoles 08:30-14:00 / 14:30-17:30 | Jueves 08:30-14:00 / 14:30-17:30 | Viernes 08:30-14:30 | Sábado Cerrado | Domingo Cerrado;high;Alcalá Automotor · Servicio Oficial Eurorepar;official-web;2026-09-21;"La web oficial publica Polysol Uno 4; la ficha indica 6.";verified;4;3;Jueves;08:43;Abierto · cierra 14:00
51;GUADAIRA MOVIL 2001, SL;GUADAIRA MOVIL 2001, SL;P.EMPRESARIAL POLYSOL C/POLYSOL UNO, 6, 41500, Alcala De Guadaira, Sevilla, España;Alcala De Guadaira;41500;Lunes 09:00-14:00 / 16:30-20:30 | Martes 09:00-14:00 / 16:30-20:30 | Miércoles 09:00-14:00 / 16:30-20:30 | Jueves 09:00-14:00 / 16:30-20:30 | Viernes 09:00-14:00 / 16:30-20:30 | Sábado 09:30-13:30 | Domingo Cerrado;high;Guadaíra Móvil 2001;google-maps;2026-09-21;;verified;4;4;Jueves;09:12;Abierto · cierra 14:00
49;AUTOS BARONA, SL;AUTOS BARONA, SL;Avenida GUADALQUIVIR S/N, 41320, Cantillana, Sevilla, España;Cantillana;41320;Lunes 08:30-14:00 / 16:00-20:30 | Martes 08:30-14:00 / 16:00-20:30 | Miércoles 08:30-14:00 / 16:00-20:30 | Jueves 08:30-14:00 / 16:00-20:30 | Viernes 08:30-14:00 / 16:00-20:30 | Sábado Cerrado | Domingo Cerrado;medium;Auto Barona Sevilla;google-business;2026-09-21;"Google publica Av. Guadalquivir 105; ficha s/n.";associated;16;8;Lunes;16:00;Apertura 16:00 · cierra 20:30
48;NIMO GORDILLO LUXURY, SL;NIMO GORDILLO LUXURY, SL;Avenida MONTESIERRA, 3, 41007, Sevilla, Sevilla, España;Sevilla;41007;Lunes 10:00-14:00 / 16:30-20:30 | Martes 10:00-14:00 / 16:30-20:30 | Miércoles 10:00-14:00 / 16:30-20:30 | Jueves 10:00-14:00 / 16:30-20:30 | Viernes 10:00-14:00 / 16:30-20:30 | Sábado 10:00-13:30 | Domingo Cerrado;medium;Lexus Sevilla / Nimo Gordillo;google-business;2026-09-21;"Horario del centro que coincide con la dirección; confirmar departamento/razón social.";associated;6;12;Lunes;13:21;Abierto · cierra 14:00
46;TRANSPORTES URBANOS DE SEVILLA, S. A.M.;TRANSPORTES URBANOS DE SEVILLA, S. A.M.;P.I.CARRETERA AMARILLA AVDA. DE ANDALUCIA,11, 41007, Sevilla, Sevilla, España;Sevilla;41007;Lunes 08:30-14:30 | Martes 08:30-14:30 | Miércoles 08:30-14:30 | Jueves 08:30-14:30 | Viernes 08:30-14:30 | Sábado Cerrado | Domingo Cerrado;medium;Atención al cliente TUSSAM;google-maps;2026-09-21;"Horario del punto de atención; confirmar departamento del contacto.";associated;3;13;Miércoles;13:47;Abierto · cierra 14:30
45;ARPEMAR, S.C.A.;ARPEMAR, S.C.A.;Calle LA LUZ, 1, 41650, El Saucejo, Sevilla, España;El Saucejo;41650;Lunes 09:00-14:00 / 16:30-19:30 | Martes 09:00-14:00 / 16:30-19:30 | Miércoles 09:00-14:00 / 16:30-19:30 | Jueves 09:00-14:00 / 16:30-19:30 | Viernes 09:00-14:00 / 16:30-19:30 | Sábado Cerrado | Domingo Cerrado;medium;Recambios El Saucejo;google-business;2026-09-21;"Fichas ARPEMAR comparten datos; Google muestra C. Alberquilla 10 frente a C. La Luz 1.";associated;18;10;Miércoles;18:27;Abierto · cierra 19:30
44;EFAMOA,SL;EFAMOA, SL;C. Metalurgia, 23, 41007, Sevilla, Sevilla, España;Sevilla;41007;Lunes 08:00-14:00 / 15:00-18:30 | Martes 08:00-14:00 / 15:00-18:30 | Miércoles 08:00-14:00 / 15:00-18:30 | Jueves 08:00-14:00 / 15:00-18:30 | Viernes 07:00-15:00 | Sábado Cerrado | Domingo Cerrado;high;Efamoa;official-web;2026-09-21;La sede pública actual difiere de Aviación 73.;verified;6;2;Lunes;08:31;Abierto · cierra 14:00
35;MANUEL SANCHEZ AGUILAR, SL - TALLERES VILLAUTO;MANUEL SANCHEZ AGUILAR, SL - TALLERES VILLAUTO;P.I.LA CAMPIÑA, PARC 16 C/ ISLAS CANARIAS, 41400, Ecija, Sevilla, España;Ecija;41400;Lunes 08:00-14:00 / 16:00-18:00 | Martes 08:00-14:00 / 16:00-18:00 | Miércoles 08:00-14:00 / 16:00-18:00 | Jueves 08:00-14:00 / 16:00-18:00 | Viernes 08:00-14:00 / 16:00-18:00 | Sábado Cerrado | Domingo Cerrado;medium;Talleres Villauto;google-business;2026-09-21;"Google publica parcela/nº2; ficha parcela 16.";associated;17;9;Martes;16:00;Apertura 16:00 · cierra 18:00
34;GRUPO P&P AUTOMOVILES 2004;GRUPO P&P AUTOMOVILES 2004;Calle DUQUESA DE TALAVERA, Nº 1 LOCAL, 41500, Alcala De Guadaira, Sevilla, España;Alcala De Guadaira;41500;Lunes Cerrado | Martes 10:00-14:00 / 17:00-20:30 | Miércoles 10:00-14:00 / 17:00-20:30 | Jueves 10:00-14:00 / 17:00-20:30 | Viernes 10:00-14:00 / 17:00-20:30 | Sábado 10:00-13:30 | Domingo Cerrado;medium;P&P Automóviles;google-maps;2026-09-21;"Dirección pública distinta a la ficha; confirmar antes de visitar.";associated;4;11;Jueves;12:35;Abierto · cierra 14:00
33;TURMAS CONSILIUM MOTOR,SLU;TURMAS CONSILIUM MOTOR,SLU;Av. de Andalucía, s/n, 41530, Morón de la Frontera, Sevilla, España;Morón de la Frontera;41530;Lunes 08:30-14:00 / 15:30-20:00 | Martes 08:30-14:00 / 15:30-20:00 | Miércoles 08:30-14:00 / 15:30-20:00 | Jueves 08:30-14:00 / 15:30-20:00 | Viernes 08:30-14:00 / 15:30-20:00 | Sábado 10:00-14:00 | Domingo Cerrado;high;Taller Turmas Consilium Motor;google-business;2026-09-21;;verified;12;13;Martes;17:48;Abierto · cierra 20:00
32;JUAN MARIA MORENO COBOS;JUAN MARIA MORENO COBOS;Calle JOSE PAYAN, 78, 41900, Camas, Sevilla, España;Camas;41900;NO VERIFICADO;unknown;;public-search;2026-09-21;No se ha encontrado un horario público inequívoco para esta ficha. Confirmar antes de visitar.;unknown;9;6;Jueves;10:58;Horario no verificado · confirmar antes
31;MANUEL RODRIGUEZ SANCHEZ;MANUEL RODRIGUEZ SANCHEZ;LAS ALMENAS 9, 8ºB, 41015, Sevilla, Sevilla, España;Sevilla;41015;NO VERIFICADO;unknown;;public-search;2026-09-21;No se ha encontrado un horario público inequívoco para esta ficha. Confirmar antes de visitar.;unknown;11;4;Lunes;10:00;Horario no verificado · confirmar antes
30;MANUEL MUÑOZ BORGE;MANUEL MUÑOZ BORGE;Calle ALCALA DEL RIO, 2, 41500, Alcala De Guadaira, Sevilla, España;Alcala De Guadaira;41500;NO VERIFICADO;unknown;;public-search;2026-09-21;No se ha encontrado un horario público inequívoco para esta ficha. Confirmar antes de visitar.;unknown;12;6;Martes;10:51;Horario no verificado · confirmar antes
25;SEVILEDRO, SL;SEVILEDRO, SL;CTRA PEÑAFLOR, 14, 41440, Lora Del Rio, Sevilla, España;Lora Del Rio;41440;NO VERIFICADO;medium;Concesionario Renault Seviledro;google-business;2026-09-21;Google confirma negocio/dirección, sin horario.;unknown;17;4;Martes;11:45;Horario no verificado · confirmar antes
24;FRANCISCO LEON, SL;FRANCISCO LEON, SL;P.I. POLIVISO C/ PANADEROS PARC 13 Y 14, 41520, El Viso Del Alcor, Sevilla, España;El Viso Del Alcor;41520;Lunes 07:30-15:00 | Martes 07:30-15:00 | Miércoles 07:30-15:00 | Jueves 07:30-15:00 | Viernes 07:30-15:00 | Sábado Cerrado | Domingo Cerrado;high;Francisco León Chapa y Pintura;google-business;2026-09-21;;verified;12;3;Martes;09:06;Abierto · cierra 15:00
